5000000, 0.3597756, 0.3767371, 0.4090067
10000000, 0.6656122, 0.6558348, 0.6845468
15000000, 0.9504743, 0.9528351, 0.9546345
20000000, 1.2848156, 1.2362589, 1.2583956
25000000, 1.5458169, 1.5467073, 1.5113261
30000000, 1.8282395, 1.8838817, 1.8051826
35000000, 2.1721154, 2.0873639, 2.1672927
40000000, 2.3794236, 2.6290983, 2.5338638
45000000, 2.7460359, 2.6827455, 2.8689932
50000000, 3.0959877, 3.0493388, 3.0185434
55000000, 3.315191, 3.2532467, 3.517642
60000000, 3.5962964, 3.6831809, 3.7399564
65000000, 3.8667121,  3.8667121, 4.0207977
70000000, 4.2751796, 4.3072438, 4.2743199
75000000, 4.5415462, 4.6757421, 4.6698579
80000000, 4.9631206, 4.919957, 4.9590754
85000000, 5.2167704, 5.403972, 5.234102
90000000, 5.3847162, 5.430595, 5.5090054
95000000, 5.6454256, 5.8469663, 5.8322933
100000000, 6.1547845, 5.9925969, 6.0088877
105000000, 6.5932356, 6.4797754, 6.3578729
110000000, 6.6522153, 6.6820025, 6.7769167 
115000000, 6.8408241, 6.8350091, 7.1481537
120000000, 7.4607546, 7.1780635, 7.6568951
125000000, 7.2818923, 7.6478058, 7.595662
130000000, 8.1531177, 8.1632078, 8.1072125
135000000, 8.2127242, 8.1663104, 8.1749744
140000000, 8.6006417, 8.3118579, 8.6465622
145000000, 8.784518, 8.5408224, 8.8126185
150000000, 9.0040923, 8.8870299, 9.1336188
155000000, 9.4089049, 9.2479932, 9.5004247
160000000, 9.5714312, 9.5992912, 9.7780276
165000000, 10.2838644, 9.6760189, 10.5267225
170000000, 10.2969297, 10.1155391, 10.4778092
175000000, 10.4253066, 10.5012391, 10.4311847
180000000, 10.5934074, 10.7914279, 10.9404562
185000000, 10.9656064, 10.7817723, 11.3670055
190000000, 11.5964699, 11.9842589, 11.5318267
195000000, 11.4331701, 11.6410527, 12.0342898 
200000000, 11.9951155, 12.4791251, 12.4787552
