5000000, 0.980438, 1.0035153, 1.0021469
10000000, 1.0570022, 1.0239066, 1.0230633
15000000, 1.0503073, 1.0736214, 1.0507046
20000000, 1.065494, 1.0795047, 1.0761679
25000000, 1.1035482, 1.0582103, 1.1104367
30000000, 1.1135538, 1.121334, 1.0784653
35000000, 1.1313549, 1.0650392, 1.1071265
40000000, 1.1172927, 1.3197155, 1.3257063
45000000, 1.1044357, 1.1245021, 1.086855
50000000, 1.0576218, 1.1379523, 1.100088
55000000, 1.1103681, 1.1085291, 1.1132894
60000000, 1.1172957, 1.0928947, 1.1383829
65000000, 1.1153389, 1.0705442, 1.1465192
70000000, 1.1102031, 1.1006255, 1.1212122
75000000, 1.1022486, 1.134258, 1.1112659
80000000, 1.0811162, 1.1795391, 1.1160942
85000000, 1.1097646, 1.1225729, 1.1536296
90000000, 1.1074883, 1.1338002, 1.1134336
95000000, 1.1420159, 1.1098522, 1.1068441
100000000, 1.1164332, 1.1288384, 1.0983287
105000000, 1.1360458, 1.123004, 1.1110739
110000000, 1.1652787, 1.1373612, 1.1065966
115000000, 1.1025799, 1.1320005, 1.118991
120000000, 1.1392714, 1.1955816, 1.1467743
125000000, 1.1399986, 1.1622318, 1.0951794
130000000, 1.1125583, 1.1093567, 1.1829268
135000000, 1.2212719, 1.1162385, 1.1254724
140000000, 1.0961955, 1.1251133, 1.1362936
145000000, 1.1461688, 1.1202361, 1.153561
150000000, 1.1270981, 1.1038558, 1.1507315
155000000, 1.1867962, 1.1556429, 1.1959341
160000000, 1.0801873, 1.1388949, 1.1478611
165000000, 1.1164602, 1.1214196, 1.1601906
170000000, 1.1610163, 1.120142, 1.1155566
175000000, 1.1281825, 1.1718855, 1.1344574
180000000, 1.1664901, 1.1260076, 1.1392144
185000000, 1.1335376, 1.1478691, 1.1137541
190000000, 1.1703669, 1.2296404, 1.111671
195000000, 1.2332532, 1.1685175, 1.2959238
200000000, 1.2198438, 1.2076179, 1.158184
