1000000,0.03
2000000,0.051
3000000,0.076
4000000,0.104
5000000,0.125
6000000,0.156
7000000,0.188
8000000,0.219
9000000,0.235
10000000,0.25
11000000,0.375
12000000,0.312
13000000,0.343
14000000,0.359
15000000,0.406
16000000,0.422
17000000,0.468
18000000,0.531
19000000,0.5
20000000,0.53
21000000,0.563
22000000,0.594
23000000,0.609
24000000,0.64
25000000,0.671
26000000,0.687
27000000,0.719
28000000,0.75
29000000,0.796
30000000,0.828
31000000,0.828
32000000,0.843
33000000,0.874
34000000,1.109
35000000,0.937
36000000,0.952
37000000,0.999
38000000,1.046
39000000,1.031
40000000,1.046
41000000,1.077
42000000,1.125
43000000,1.14
44000000,1.156
45000000,1.187
46000000,1.375
47000000,1.234
48000000,1.265
49000000,1.296
50000000,1.327
