1000,0.007127
5000000,0.006328
10000000,0.006885
15000000,0.015221
20000000,0.005436
25000000,0.007856
30000000,0.007511
35000000,0.007619
40000000,0.007692
45000000,0.006316
50000000,0.007908
55000000,0.006981
60000000,0.006249
65000000,0.007711
70000000,0.007798
75000000,0.00774
80000000,0.007615
85000000,0.006104
90000000,0.007676
95000000,0.008028
100000000,0.005599
105000000,0.007215
110000000,0.006746
115000000,0.00718
120000000,0.006647
125000000,0.00777
130000000,0.005543
135000000,0.005298
140000000,0.005046
145000000,0.00546
150000000,0.005176
155000000,0.003593
160000000,0.003476
165000000,0.00379
170000000,0.003437
175000000,0.003448
180000000,0.003655
185000000,0.003438
190000000,0.003706
195000000,0.014973
200000000,0.003491
