2,0.003623624
5000000,0.003670671
10000000,0.003702703
15000000,0.00376977
20000000,0.003672673
25000000,0.003730731
30000000,0.003612613
35000000,0.00354955
40000000,0.003706707
45000000,0.003736737
50000000,0.003625626
55000000,0.003610611
60000000,0.003438438
65000000,0.003429429
70000000,0.003534535
75000000,0.003211211
80000000,0.003661662
85000000,0.003606607
90000000,0.003630631
95000000,0.003667668
100000000,0.003570571
105000000,0.003692693
110000000,0.003670671
115000000,0.003777778
120000000,0.0036997
125000000,0.003734735
130000000,0.00371972
135000000,0.003635636
140000000,0.003359359
145000000,0.003730731
150000000,0.003726727
155000000,0.003654655
160000000,0.003667668
165000000,0.003732733
170000000,0.003641642
175000000,0.003664665
180000000,0.003571572
185000000,0.00370971
190000000,0.003816817
195000000,0.003474474
200000000,0.00373974
